83.72,83.7
719.60,719.6
232.0,232
04.0,04
030-041.99,001-139.99
873.53,873.5
533.41,533.4
300.7,300
640.8,640
24.19,24.1
935.0,935
796.2,796
380.03,380.0
707.12,707.1
378.14,378.1
342.10,342.1
380.01,380.0
901.1,901
23.3,23
E005.3,E005
E005.1,E005
426.11,426.1
344.5,344
059.22,059.2
364.3,364
653.23,653.2
567.82,567.8
07.7,07
059.20,059.2
761.8,761
V43.3,V43
202.03,202.0
202.01,202.0
362.34,362.3
375.6,375
362.36,362.3
36.17,36.1
94.0,94
14.26,14.2
304.63,304.6
017.8,017
616.1,616
839.40,839.4
839.42,839.4
39.9,39
84.82,84.8
258.1,258
V32.0,V32
60.93,60.9
62.91,62.9
91.45,91.4
059.9,059
818,810-819.99
291.89,291.8
111.2,111
084,080-088.99
719.07,719.0
V58.76,V58.7
V58.74,V58.7
E938,E930-E949.9
388.02,388.0
673.3,673
388.00,388.0
122.5,122
947.0,947
E007.9,E007
42,42-54.99
582.0,582
944.12,944.1
276.1,276
V66.2,V66
E826.1,E826
333.5,333
801.26,801.2
V12.5,V12
84.85,84.8
078.81,078.8
60.96,60.9
634.91,634.9
291.2,291
998,996-999.99
344.8,344
753.11,753.1
21.4,21
180.1,180
321.0,321
02.1,02
93.13,93.1
897.7,897
715.20,715.2
71.22,71.2
79.89,79.8
803.2,803
39.66,39.6
440.3,440
E995.0,E995
07.63,07.6
023.0,023
V29.9,V29
991.1,991
E828,E826-E829.9
E860.3,E860
359.29,359.2
245.0,245
585.1,585
9,0
718.88,718.8
718.86,718.8
017.10,017.1
662.3,662
377.00,377.0
756.79,756.7
V35.1,V35
804.29,804.2
017.40,017.4
35.24,35.2
V15.6,V15
01.23,01.2
245.3,245
470-478.99,460-519.99
798.2,798
382.01,382.0
903.1,903
48.71,48.7
969.01,969.0
13.90,13.9
758.33,758.3
47.91,47.9
053.21,053.2
403,401-405.99
310.0,310
753.9,753
197.8,197
01.3,01
V18.9,V18
568.9,568
960.3,960
59.79,59.7
E844.2,E844
E844.0,E844
709.8,709
E005,E001-E030.9
E994.8,E994
89.35,89.3
346.20,346.2
234.0,234
574.1,574
214.2,214
39.53,39.5
36.04,36.0
55.34,55.3
902.32,902.3
535.41,535.4
304.93,304.9
376.81,376.8
307.9,307
878.5,878
89.22,89.2
906.2,906
716.23,716.2
926.0,926
34.09,34.0
371.01,371.0
80.10,80.1
V03.82,V03.8
716.21,716.2
654.4,654
E884.6,E884
943.35,943.3
369.12,369.1
908.3,908
943.33,943.3
712.87,712.8
098.3,098
011.11,011.1
994.5,994
701,700-709.99
4,1
48.74,48.7
830.0,830
46.76,46.7
296.90,296.9
81.59,81.5
E861.9,E861
665.7,665
063,060-066.99
V04.6,V04
080-088.99,001-139.99
201.24,201.2
77.12,77.1
201.26,201.2
087.0,087
642.10,642.1
532.0,532
872.1,872
27,21-29.99
E866.7,E866
277.31,277.3
794.12,794.1
91.92,91.9
794.14,794.1
383.89,383.8
746.82,746.8
728.71,728.7
426.52,426.5
426.50,426.5
14.8,14
E843.8,E843
034,030-041.99
V61.8,V61
291.5,291
54.19,54.1
374.13,374.1
374.11,374.1
245,240-246.99
016.33,016.3
86.99,86.9
372.89,372.8
361,360-379.99
623.6,623
189.9,189
404.90,404.9
442.81,442.8
927.21,927.2
995.68,995.6
906.5,906
296.02,296.0
011.41,011.4
34.6,34
948,940-949.99
634.9,634
800.49,800.4
741.02,741.0
327.00,327.0
647.32,647.3
629.21,629.2
327.02,327.0
336.9,336
78.30,78.3
V72.42,V72.4
19.3,19
42.31,42.3
659.80,659.8
172.2,172
23.01,23.0
192.0,192
405.11,405.1
779.0,779
91.95,91.9
39.49,39.4
V50.8,V50
851.84,851.8
665.00,665.0
309.29,309.2
396.3,396
952.4,952
667.12,667.1
895.0,895
665.30,665.3
760.63,760.6
760.61,760.6
305.40,305.4
003.21,003.2
E824.7,E824
041.12,041.1
363.13,363.1
363.11,363.1
535.4,535
722.70,722.7
35.71,35.7
307.52,307.5
091.51,091.5
350,350-359.99
V17.41,V17.4
948.87,948.8
937,930-939.99
623.9,623
016.63,016.6
19.9,19
730.02,730.0
728.13,728.1
759.5,759
205.82,205.8
96.45,96.4
V61.42,V61.4
V43.69,V43.6
46.63,46.6
161.2,161
965.09,965.0
77.15,77.1
648.80,648.8
E952.8,E952
08.31,08.3
788.36,788.3
752.34,752.3
E945.2,E945
017.81,017.8
172.5,172
748.2,748
654.00,654.0
634.20,634.2
813.05,813.0
524.1,524
E922.5,E922
55.81,55.8
711.40,711.4
636.32,636.3
813.03,813.0
00.68,00.6
941.4,941
634.50,634.5
008.45,008.4
00.55,00.5
921.9,921
058.82,058.8
84.22,84.2
717.4,717
201.63,201.6
295.0,295
252.8,252
737.2,737
07.1,07
746.4,746
83.42,83.4
E928.7,E928
969.70,969.7
733.14,733.1
787.29,787.2
26.4,26
839.8,839
474.8,474
634.52,634.5
079.4,079
126,120-129.99
370.24,370.2
073.0,073
296.32,296.3
276.52,276.5
952.00,952.0
130.4,130
519.09,519.0
07.16,07.1
99.0,99
176.8,176
719.65,719.6
822.1,822
661.13,661.1
661.11,661.1
388.4,388
641.33,641.3
945.59,945.5
V85.1,V85
716.62,716.6
999.34,999.3
944.5,944
910.6,910
88.67,88.6
208.02,208.0
V87.2,V87
513.1,513
440.0,440
780.1,780
73.99,73.9
716.92,716.9
011.80,011.8
375.3,375
535.00,535.0
14.39,14.3
48.24,48.2
453,451-459.99
717.7,717
373.34,373.3
49.42,49.4
806.09,806.0
385.82,385.8
97.88,97.8
388.7,388
301.51,301.5
872.11,872.1
V43.0,V43
801.84,801.8
801.82,801.8
811.1,811
200.47,200.4
305.70,305.7
26.49,26.4
516.2,516
805.15,805.1
377.4,377
E886.0,E886
365.05,365.0
660.90,660.9
42.5,42
210.7,210
153.3,153
V01.89,V01.8
39.27,39.2
8,7
97.1,97
E983.1,E983
V15.08,V15.0
E942.5,E942
200.51,200.5
49.39,49.3
676.21,676.2
943.4,943
815.03,815.0
173.72,173.7
712.9,712
676.23,676.2
V13.01,V13.0
526.1,526
602.1,602
383.22,383.2
927.09,927.0
365.11,365.1
E837.1,E837
E844.5,E844
941.46,941.4
934.9,934
941.44,941.4
614.6,614
790.0,790
E909.9,E909
12.53,12.5
304.1,304
V90.01,V90.0
444.81,444.8
53.17,53.1
87.02,87.0
636.9,636
999.78,999.7
743.00,743.0
492.0,492
661,660-669.99
V65.49,V65.4
V45.69,V45.6
760-779.99,001-999.99
386.50,386.5
528.2,528
E965.0,E965
E965.2,E965
965.00,965.0
596.7,596
090.1,090
89.60,89.6
900.1,900
53.61,53.6
87.62,87.6
787.9,787
65.71,65.7
946.5,946
323.01,323.0
663.11,663.1
804.03,804.0
84.13,84.1
756.53,756.5
231.0,231
756.51,756.5
96.23,96.2
478.9,478
944.56,944.5
388.44,388.4
411.89,411.8
012.32,012.3
61.42,61.4
567.29,567.2
729.90,729.9
729.92,729.9
04.4,04
52,42-54.99
619.8,619
870.3,870
923.9,923
49.9,49
594.9,594
254.8,254
E814.2,E814
E821.8,E821
433.81,433.8
495.1,495
95.05,95.0
750.13,750.1
461.2,461
569.41,569.4
712.20,712.2
96.3,96
157.1,157
410.01,410.0
712.22,712.2
38.31,38.3
583.6,583
06.11,06.1
V90.31,V90.3
650,650-659.99
18.21,18.2
800.72,800.7
800.70,800.7
074.22,074.2
V58.1,V58
054.42,054.4
824.1,824
E855.2,E855
E855.0,E855
51.96,51.9
379.4,379
38.91,38.9
359.6,359
366.14,366.1
670.22,670.2
915.7,915
824.4,824
313,300-316.99
V58.4,V58
495.4,495
80.37,80.3
917.8,917
E801,E800-E807.9
782.1,782
718.90,718.9
84.00,84.0
799.01,799.0
442.0,442
536.49,536.4
364.04,364.0
E807.3,E807
013.80,013.8
E923.2,E923
312.39,312.3
202.45,202.4
20.5,20
484.1,484
560.30,560.3
E948.5,E948
989.81,989.8
202.47,202.4
49.99,49.9
V26.52,V26.5
51.9,51
558.41,558.4
58.44,58.4
372.22,372.2
E982.9,E982
803.82,803.8
369.17,369.1
E905.1,E905
212.7,212
552.8,552
923.20,923.2
657.03,657.0
02.35,02.3
651.60,651.6
V47.1,V47
813.1,813
345.61,345.6
904.7,904
086,080-088.99
740.0,740
37.76,37.7
651.90,651.9
V44.50,V44.5
V26.82,V26.8
789.59,789.5
771.1,771
751.3,751
79.42,79.4
246.9,246
26.11,26.1
655.21,655.2
673.34,673.3
655.23,655.2
45.41,45.4
789,780-789.99
204.01,204.0
799.8,799
453.3,453
293.89,293.8
375.32,375.3
038.1,038
754.71,754.7
090.4,090
V87-V87.99,V01-V91.99
590.01,590.0
25.09,25.0
44.39,44.3
V90.0,V90
948.22,948.2
793.4,793
036.0,036
57.89,57.8
674.82,674.8
674.80,674.8
E807,E800-E807.9
84.60,84.6
036.3,036
60.71,60.7
E929.4,E929
37.7,37
778,764-779.99
360.13,360.1
09.43,09.4
717.83,717.8
78.27,78.2
V90.3,V90
447.70,447.7
V85.53,V85.5
803.26,803.2
295.43,295.4
209.23,209.2
E002.4,E002
001-009.99,001-139.99
80.97,80.9
71.79,71.7
863.49,863.4
02.95,02.9
881.20,881.2
04.93,04.9
015.72,015.7
320-389.99,001-999.99
805.2,805
249.1,249
V39.2,V39
015.74,015.7
284.11,284.1
384,380-389.99
250.21,250.2
765.15,765.1
173.01,173.0
91.23,91.2
365.1,365
017.86,017.8
017.84,017.8
600,600-608.99
873.7,873
711.45,711.4
711.43,711.4
442.3,442
533.9,533
386.11,386.1
865.03,865.0
669.5,669
942.21,942.2
80.84,80.8
380.5,380
040.4,040
E012.9,E012
327.44,327.4
733.19,733.1
303.90,303.9
749.01,749.0
371.45,371.4
712.91,712.9
635.71,635.7
774.2,774
37.79,37.7
37.63,37.6
580.89,580.8
323.0,323
201.68,201.6
93.57,93.5
751.6,751
998.3,998
33.34,33.3
716.67,716.6
281.0,281
656.4,656
89.13,89.1
945.33,945.3
55.12,55.1
716.97,716.9
E863.8,E863
998.6,998
011.85,011.8
099.50,099.5
638.7,638
793.11,793.1
036,030-041.99
242.31,242.3
V63.8,V63
V06.6,V06
309.9,309
718.21,718.2
464.31,464.3
593.73,593.7
756.14,756.1
756.12,756.1
389.21,389.2
40.41,40.4
425.9,425
17.4,17
015.16,015.1
610.0,610
533.20,533.2
302.72,302.7
873.32,873.3
873.30,873.3
302.74,302.7
E916,E916-E928.9
743.4,743
730.16,730.1
652.1,652
312.0,312
79.67,79.6
12.0,12
78.87,78.8
637.92,637.9
152,150-159.99
967.5,967
987.3,987
627.4,627
E000-E000.9,E000-E999.9
51.49,51.4
374.87,374.8
12.6,12
250.2,250
363,360-379.99
607.9,607
967.8,967
V52.8,V52
025,020-027.99
716.09,716.0
64.99,64.9
006.1,006
209.62,209.6
800.40,800.4
820.20,820.2
707.21,707.2
78.74,78.7
380.10,380.1
380.12,380.1
755.50,755.5
361.3,361
728,725-729.99
965.7,965
378.23,378.2
378.21,378.2
038.11,038.1
944.15,944.1
315.1,315
944.17,944.1
173.42,173.4
427.32,427.3
173.40,173.4
732.4,732
654.44,654.4
868.0,868
20.31,20.3
098.34,098.3
806.71,806.7
711.84,711.8
35.02,35.0
01.01,01.0
669.10,669.1
669.12,669.1
941.14,941.1
665.74,665.7
363.57,363.5
363.55,363.5
141,140-149.99
194.0,194
V76.52,V76.5
17.49,17.4
V76.50,V76.5
445.02,445.0
82.52,82.5
334,330-337.99
10.1,10
801.05,801.0
512.1,512
207.02,207.0
401.0,401
V78.9,V78
844.9,844
68.59,68.5
429.7,429
718.65,718.6
756.56,756.5
E832.8,E832
636.80,636.8
80.75,80.7
33.78,33.7
659.0,659
294.0,294
V58.83,V58.8
944.21,944.2
87.3,87
371.2,371
660.13,660.1
095.8,095
296.1,296
V50.2,V50
778.3,778
758.5,758
E855.5,E855
571,570-579.99
79.20,79.2
327.1,327
362.13,362.1
E814.9,E814
E814.7,E814
E926.5,E926
37.54,37.5
719.83,719.8
56.84,56.8
084.5,084
776.2,776
936,930-939.99
641.81,641.8
845.09,845.0
V67.9,V67
776.5,776
519,510-519.99
756.7,756
743.46,743.4
743.44,743.4
366.19,366.1
989.3,989
969.5,969
42.9,42
648.0,648
680.5,680
283.0,283
V73.1,V73
806.27,806.2
013.83,013.8
90.74,90.7
78.05,78.0
V64.05,V64.0
97.35,97.3
747.5,747
09.21,09.2
76.97,76.9
866.10,866.1
55.69,55.6
304.72,304.7
304.70,304.7
053.7,053
810.1,810
535.20,535.2
56.71,56.7
87.23,87.2
745.4,745
745.7,745
508,500-508.99
786.59,786.5
V31.0,V31
143,140-149.99
581.0,581
422.93,422.9
958.5,958
868.04,868.0
42.09,42.0
V42.3,V42
201.03,201.0
760.8,760
4,9
969.8,969
718.09,718.0
44.64,44.6
63.94,63.9
569.85,569.8
716.00,716.0
660.43,660.4
205.22,205.2
114,110-118.99
V45.73,V45.7
801.35,801.3
E818.3,E818
V45.71,V45.7
010.80,010.8
131.09,131.0
89.57,89.5
817,810-819.99
452,451-459.99
803.29,803.2
714.9,714
338.11,338.1
385.9,385
94.4,94
15.13,15.1
15.29,15.2
531.31,531.3
E013.4,E013
851.61,851.6
V49.77,V49.7
079.88,079.8
E891.3,E891
530.13,530.1
14.33,14.3
16.31,16.3
633.91,633.9
671.82,671.8
202.51,202.5
269.9,269
V10.72,V10.7
E818,E810-E819.9
376.02,376.0
661.3,661
615.1,615
729.39,729.3
28.19,28.1
975.0,975
15.2,15
747.10,747.1
705.83,705.8
617.2,617
363.3,363
652.23,652.2
416.9,416
27.3,27
646.2,646
306.1,306
E985.0,E985
806,805-809.99
E929.9,E929
839.2,839
791.9,791
441,440-449.99
V26.29,V26.2
08.6,08
534.41,534.4
27.9,27
303.93,303.9
50.91,50.9
459.33,459.3
31.61,31.6
E875.0,E875
567.9,567
227.8,227
726.5,726
457.1,457
379.14,379.1
902.1,902
381.03,381.0
327.49,327.4
30,30-34.99
233.0,233
573.1,573
511.81,511.8
944.2,944
63.81,63.8
97.82,97.8
716.32,716.3
385.22,385.2
294,290-294.99
42.69,42.6
045.10,045.1
42.53,42.5
692.4,692
275.1,275
943.42,943.4
598.00,598.0
943.44,943.4
636.11,636.1
363.6,363
E834.2,E834
28.7,28
825.30,825.3
997,996-999.99
863.21,863.2
343.8,343
159.1,159
85.72,85.7
51.71,51.7
752.11,752.1
863.53,863.5
85.75,85.7
E925.1,E925
659.01,659.0
099.55,099.5
E927,E916-E928.9
871.1,871
80.28,80.2
711.89,711.8
370.03,370.0
370.01,370.0
V45.02,V45.0
E902.2,E902
94.03,94.0
03.0,03
E874.8,E874
368.14,368.1
368.12,368.1
81.30,81.3
22.3,22
813.14,813.1
813.12,813.1
202.2,202
851.05,851.0
222.0,222
562.1,562
919.8,919
374.20,374.2
374.22,374.2
264.1,264
244.3,244
429.71,429.7
016.40,016.4
301.7,301
016.42,016.4
948.66,948.6
641.8,641
210.4,210
36.11,36.1
E968.5,E968
296.11,296.1
986,980-989.99
719.42,719.4
84.57,84.5
757.33,757.3
219.9,219
579.8,579
E815.1,E815
02.13,02.1
666.14,666.1
666.12,666.1
360.59,360.5
V91.22,V91.2
520.0,520
860.1,860
50.59,50.5
V53.31,V53.3
99.43,99.4
807.06,807.0
807.04,807.0
335.9,335
659.31,659.3
83.64,83.6
854.15,854.1
371.89,371.8
80.15,80.1
531.3,531
29.51,29.5
48,42-54.99
11.31,11.3
45.32,45.3
V19,V10-V19.99
23.41,23.4
569,560-569.99
V03.6,V03
091.62,091.6
200.26,200.2
233.3,233
758.81,758.8
062,060-066.99
E943.0,E943
E943.2,E943
50.94,50.9
744.23,744.2
404.13,404.1
744.21,744.2
404.11,404.1
209.67,209.6
191.0,191
795.4,795
03.09,03.0
E920.3,E920
941.19,941.1
58.22,58.2
22.39,22.3
00.48,00.4
117.3,117
205.91,205.9
E949.2,E949
E949.4,E949
941.49,941.4
940.4,940
E983.8,E983
290.12,290.1
290.10,290.1
E908.4,E908
03.6,03
647.80,647.8
200.56,200.5
98.28,98.2
160.2,160
103.0,103
611.6,611
306.52,306.5
00.92,00.9
34.93,34.9
873.74,873.7
13.65,13.6
360.89,360.8
78.18,78.1
78.02,78.0
801.93,801.9
V81.0,V81
801.91,801.9
653.00,653.0
202.5,202
35.8,35
789.3,789
914.0,914
695.12,695.1
084.2,084
752.52,752.5
201.74,201.7
201.72,201.7
15.7,15
E942.8,E942
905.5,905
405.99,405.9
095.5,095
164,160-165.99
763.82,763.8
386.55,386.5
996.0,996
795.7,795
775.9,775
365.14,365.1
435.8,435
66.39,66.3
437.9,437
072.9,072
47.09,47.0
00.18,00.1
553.20,553.2
948.83,948.8
646.64,646.6
E878.2,E878
840.6,840
V48.2,V48
97.55,97.5
82.84,82.8
652.70,652.7
754.35,754.3
034.0,034
34.1,34
867,860-869.99
783.40,783.4
213.8,213
300.14,300.1
800-804.99,800-829.99
427.69,427.6
V46.1,V46
804.94,804.9
256.0,256
622.11,622.1
66.9,66
764.9,764
833.11,833.1
851.22,851.2
70.61,70.6
E935.9,E935
271.4,271
V61.5,V61
50.51,50.5
737.29,737.2
534.90,534.9
V17.4,V17
795.00,795.0
665.1,665
27.56,27.5
743.35,743.3
114.3,114
743.37,743.3
12.85,12.8
46.86,46.8
274.81,274.8
528.71,528.7
800.75,800.7
511.8,511
89.32,89.3
V04.0,V04
971.3,971
676.4,676
336.3,336
76.42,76.4
19.4,19
788.62,788.6
23.11,23.1
57.12,57.1
01.20,01.2
338.4,338
V15.3,V15
35.21,35.2
804.06,804.0
E812.1,E812
056,050-059.99
999.60,999.6
718.95,718.9
675.92,675.9
55.91,55.9
802.31,802.3
607.85,607.8
710.3,710
12.88,12.8
12.72,12.7
46.73,46.7
647.00,647.0
952.1,952
647.02,647.0
14.53,14.5
35,35-39.99
284.09,284.0
874.12,874.1
377.49,377.4
098.0,098
66.99,66.9
994.2,994
908.0,908
943.03,943.0
79.56,79.5
974.4,974
634.3,634
543.0,543
379.61,379.6
27.5,27
77.25,77.2
722.8,722
759.89,759.8
305.5,305
665.4,665
V04.3,V04
E953.8,E953
811.19,811.1
383,380-389.99
E946.2,E946
34.06,34.0
307.6,307
E946.4,E946
9,8
018.96,018.9
764.20,764.2
045,045-049.99
V72.8,V72
V73.98,V73.9
385.11,385.1
045.01,045.0
88.77,88.7
385.13,385.1
621.34,621.3
634.6,634
974.7,974
00.65,00.6
68.51,68.5
99.03,99.0
636.02,636.0
921.3,921
636.00,636.0
96.42,96.4
959,958-959.99
305.8,305
V61.10,V61.1
141.1,141
963.4,963
016.01,016.0
623.3,623
016.03,016.0
206.0,206
691.8,691
066.42,066.4
066.40,066.4
E881.0,E881
368.61,368.6
208.1,208
370.50,370.5
E866.5,E866
70.64,70.6
851.52,851.5
E825.9,E825
E825.7,E825
372,360-379.99
97.38,97.3
651.93,651.9
379.91,379.9
719.03,719.0
99.1,99
022.9,022
733.40,733.4
41.2,41
V10.63,V10.6
753.20,753.2
07.13,07.1
447.73,447.7
E927.1,E927
158.8,158
715.97,715.9
42.6,42
603.8,603
016.31,016.3
712.96,712.9
274.10,274.1
910.3,910
88.64,88.6
581.3,581
755.14,755.1
755.12,755.1
22.5,22
164.0,164
V12.59,V12.5
130.1,130
719.33,719.3
670,670-677.99
307.22,307.2
307.20,307.2
30.21,30.2
V53.6,V53
680.8,680
V72.40,V72.4
E933,E930-E949.9
21.03,21.0
87.81,87.8
516.64,516.6
55.94,55.9
E002.9,E002
529.9,529
E002.7,E002
759.2,759
274.8,274
54.7,54
640.93,640.9
379.05,379.0
379.03,379.0
E000.1,E000
535.1,535
375.69,375.6
07.2,07
E029.0,E029
E939,E930-E949.9
E008.9,E008
200.17,200.1
647.41,647.4
626.7,626
147.8,147
263.8,263
839.5,839
153.0,153
493.1,493
37.95,37.9
998.81,998.8
998.83,998.8
660.60,660.6
801.52,801.5
V83.81,V83.8
404.02,404.0
941.08,941.0
851.91,851.9
59.29,59.2
851.93,851.9
42.91,42.9
945.29,945.2
232.7,232
388.1,388
E823,E820-E825.9
641.01,641.0
716.30,716.3
833.1,833
728.4,728
312.21,312.2
955.5,955
368.03,368.0
711.78,711.7
77.72,77.7
010.02,010.0
727.62,727.6
53.83,53.8
362.60,362.6
378.84,378.8
344.89,344.8
909,905-909.99
91.42,91.4
008.43,008.4
451.0,451
791.1,791
70.14,70.1
16.01,16.0
752.43,752.4
206,200-208.99
752.41,752.4
386.3,386
675.23,675.2
28.11,28.1
335.11,335.1
122.2,122
291,290-294.99
102.4,102
74,72-75.99
098.39,098.3
V72.81,V72.8
59.8,59
926.12,926.1
97.52,97.5
190.7,190
63.51,63.5
E829,E826-E829.9
E861.5,E861
75.61,75.6
525.26,525.2
V11.8,V11
48.21,48.2
201.9,201
377.1,377
357.3,357
646.23,646.2
913.4,913
E000,E000-E000.9
E006.3,E006
301.21,301.2
854.06,854.0
365.72,365.7
E996.0,E996
255.6,255
333.89,333.8
322,320-326.99
V01,V01-V06.99
164.3,164
E006,E001-E030.9
39.63,39.6
755.53,755.5
36.14,36.1
276.61,276.6
707.24,707.2
89.45,89.4
304.31,304.3
304.33,304.3
091.2,091
380.15,380.1
362.04,362.0
521.09,521.0
521.07,521.0
448.9,448
01.4,01
35.34,35.3
718.56,718.5
013.42,013.4
V17.1,V17
770.84,770.8
013.44,013.4
13.43,13.4
48.81,48.8
410.92,410.9
115.09,115.0
V40-V49.99,V01-V91.99
E995.8,E995
871.4,871
550.10,550.1
02.2,02
825.2,825
175,170-176.99
V59.2,V59
14.3,14
620,617-629.99
970.9,970
V58.44,V58.4
017.5,017
913.7,913
357.6,357
311,300-316.99
839.10,839.1
709.2,709
37.98,37.9
873.65,873.6
633.11,633.1
671.04,671.0
03.97,03.9
V55.9,V55
751.69,751.6
012.00,012.0
37.29,37.2
427.41,427.4
05.0,05
944.24,944.2
E819.0,E819
E826.4,E826
242.0,242
411,410-414.99
E959,E950-E959.9
829.0,829
52.5,52
464.0,464
202.15,202.1
093.89,093.8
718.30,718.3
E802,E800-E807.9
795.03,795.0
41.07,41.0
795.05,795.0
V90.39,V90.3
E924.2,E924
94.22,94.2
852.43,852.4
V91,V91-V91.99
148.3,148
364.60,364.6
959.6,959
57.39,57.3
84.10,84.1
E812.6,E812
679.03,679.0
679.01,679.0
754.41,754.4
017.24,017.2
339.21,339.2
60,60-64.99
377.14,377.1
762.0,762
211.2,211
736.73,736.7
736.71,736.7
928.8,928
371.71,371.7
818.0,818
012.30,012.3
57.99,57.9
E911,E910-E915.9
453.0,453
793.1,793
996.62,996.6
996.60,996.6
37.8,37
704.00,704.0
704.02,704.0
75.52,75.5
375.02,375.0
60.81,60.8
79.17,79.1
18.5,18
917.5,917
26.21,26.2
995,990-995.99
155.0,155
V80,V70-V82.99
823.30,823.3
803.52,803.5
803.50,803.5
280.9,280
137.3,137
115.13,115.1
V03,V01-V06.99
V13.8,V13
648.23,648.2
915.4,915
52.59,52.5
668.03,668.0
E946.9,E946
102,100-104.99
540.0,540
825.24,825.2
08-16.99,00-99.99
200.2,200
17.63,17.6
380.89,380.8
02.92,02.9
V88-V88.99,V01-V91.99
751.0,751
673.02,673.0
036.81,036.8
82.02,82.0
873.4,873
711.13,711.1
80.94,80.9
364.02,364.0
093.2,093
93.67,93.6
293,290-294.99
464.3,464
649.71,649.7
753.23,753.2
972.9,972
78.37,78.3
715.32,715.3
928.10,928.1
779.7,779
0,7
635.11,635.1
37.73,37.7
637.21,637.2
622,617-629.99
E836.9,E836
E836.7,E836
345.70,345.7
391.2,391
32.29,32.2
869,860-869.99
555.9,555
215.8,215
E007.0,E007
642.22,642.2
051.1,051
E917,E916-E928.9
33.31,33.3
67.32,67.3
580,580-589.99
46.04,46.0
371.15,371.1
082.2,082
427.4,427
716.35,716.3
E960.0,E960
998.0,998
31.49,31.4
635.41,635.4
369.24,369.2
730.72,730.7
062.4,062
011.23,011.2
673.32,673.3
E904.9,E904
712.99,712.9
371.13,371.1
728.83,728.8
44.96,44.9
282,280-289.99
64.49,64.4
32.2,32
08.38,08.3
V19.1,V19
161.9,161
456.1,456
017.54,017.5
295.13,295.1
768.7,768
674.50,674.5
654.70,654.7
295.11,295.1
12.1,12
79.77,79.7
611,610-612.99
996.92,996.9
656.80,656.8
E013.9,E013
800.5,800
44.9,44
851.96,851.9
13.5,13
70.52,70.5
5,3
020.3,020
380.2,380
040.1,040
737.9,737
E850.0,E850
85.47,85.4
967.2,967
482.8,482
642.54,642.5
551.01,551.0
E019.9,E019
E890-E899.9,E000-E999.9
743.1,743
E821.4,E821
184.8,184
669.2,669
649.4,649
150.9,150
93.54,93.5
785.2,785
55.22,55.2
521.30,521.3
V19.4,V19
058,050-059.99
20.41,20.4
01.11,01.1
456.4,456
996.04,996.0
654.14,654.1
383.3,383
711.52,711.5
292.0,292
33.91,33.9
649.7,649
813.17,813.1
701.0,701
V74.8,V74
12.63,12.6
047,045-049.99
V58.49,V58.4
97.2,97
796.77,796.7
722.82,722.8
49.49,49.4
880.13,880.1
880.11,880.1
V72.86,V72.8
732.1,732
V72.84,V72.8
712.3,712
E943.5,E943
015.81,015.8
173.10,173.1
66.74,66.7
011.55,011.5
296.16,296.1
011.53,011.5
78.84,78.8
414.3,414
754.4,754
085.3,085
77.00,77.0
397.9,397
945.01,945.0
E990,E990-E999.9
89.10,89.1
945.03,945.0
752.46,752.4
648.92,648.9
49.4,49
V51.0,V51
53.11,53.1
87.12,87.1
428.20,428.2
163,160-165.99
764.94,764.9
638.4,638
978.5,978
173.8,173
716.65,716.6
53.14,53.1
739,730-739.99
976.7,976
18.31,18.3
635.80,635.8
727.09,727.0
800.10,800.1
653.93,653.9
85.91,85.9
238.75,238.7
V12.61,V12.6
238.73,238.7
755.58,755.5
296.46,296.4
66.61,66.6
735.2,735
596.4,596
813.47,813.4
46.51,46.5
65.81,65.8
96.33,96.3
482.40,482.4
701.3,701
482.42,482.4
65,65-71.99
372.3,372
41.04,41.0
345,340-349.99
298.4,298
E900.1,E900
277.82,277.8
08.85,08.8
800.8,800
77.69,77.6
649.00,649.0
760.75,760.7
471.8,471
379.49,379.4
665.44,665.4
074.3,074
054.5,054
879.0,879
952.14,952.1
V40.0,V40
090.49,090.4
018.01,018.0
E880,E880-E888.9
839.15,839.1
19.11,19.1
38.41,38.4
374.55,374.5
642.63,642.6
477.1,477
38.44,38.4
04.43,04.4
71.29,71.2
V07-V09.99,V01-V91.99
642.93,642.9
276.8,276
V66.9,V66
440.30,440.3
E949.7,E949
801.96,801.9
85.94,85.9
51.93,51.9
011.92,011.9
704.4,704
88.55,88.5
054.12,054.1
054.10,054.1
80.47,80.4
E947.1,E947
E906.3,E906
07.92,07.9
803.9,803
959.3,959
87.72,87.7
711.82,711.8
100.9,100
508.1,508
368.47,368.4
20.6,20
347.11,347.1
330.2,330
670.3,670
37.26,37.2
682.8,682
V55.6,V55
652.81,652.8
754.44,754.4
374.0,374
43.5,43
V10.8,V10
482.84,482.8
V53.0,V53
045.2,045
385.3,385
84.07,84.0
372.06,372.0
27.49,27.4
300.21,300.2
484.8,484
902.19,902.1
755.62,755.6
E870.0,E870
304.40,304.4
304.42,304.4
378.35,378.3
719.81,719.8
839.59,839.5
023,020-027.99
821.1,821
013.53,013.5
013.51,013.5
152.0,152
756.4,756
27.4,27
V16.43,V16.4
V16.41,V16.4
65.12,65.1
705.21,705.2
800.54,800.5
08.1,08
43,42-54.99
E835.2,E835
760.5,760
800.84,800.8
902.49,902.4
09.5,09
V42.0,V42
63.91,63.9
66.52,66.5
771.8,771
663.23,663.2
354.5,354
361.04,361.0
19.55,19.5
374.3,374
718.74,718.7
V53.3,V53
838.10,838.1
655.91,655.9
838.12,838.1
804.15,804.1
43.81,43.8
